:START_ID(Order),:END_ID(Snack),:TYPE
870,3,CONTAINS
870,76,CONTAINS
870,31,CONTAINS
870,112,CONTAINS
871,185,CONTAINS
871,174,CONTAINS
871,70,CONTAINS
872,83,CONTAINS
872,158,CONTAINS
872,96,CONTAINS
872,145,CONTAINS
872,167,CONTAINS
873,37,CONTAINS
873,75,CONTAINS
874,176,CONTAINS
874,53,CONTAINS
874,158,CONTAINS
874,183,CONTAINS
874,96,CONTAINS
875,155,CONTAINS
875,65,CONTAINS
875,121,CONTAINS
875,119,CONTAINS
875,54,CONTAINS
876,192,CONTAINS
876,185,CONTAINS
876,35,CONTAINS
877,135,CONTAINS
877,184,CONTAINS
878,3,CONTAINS
878,82,CONTAINS
878,107,CONTAINS
878,46,CONTAINS
879,121,CONTAINS
879,18,CONTAINS
880,80,CONTAINS
881,52,CONTAINS
881,178,CONTAINS
882,138,CONTAINS
883,85,CONTAINS
883,25,CONTAINS
883,16,CONTAINS
883,160,CONTAINS
884,153,CONTAINS
884,41,CONTAINS
884,18,CONTAINS
884,90,CONTAINS
885,58,CONTAINS
885,89,CONTAINS
885,161,CONTAINS
885,4,CONTAINS
885,50,CONTAINS
886,73,CONTAINS
886,110,CONTAINS
886,150,CONTAINS
887,95,CONTAINS
887,160,CONTAINS
887,197,CONTAINS
888,66,CONTAINS
888,144,CONTAINS
888,139,CONTAINS
888,165,CONTAINS
889,20,CONTAINS
889,152,CONTAINS
890,27,CONTAINS
890,188,CONTAINS
891,72,CONTAINS
891,46,CONTAINS
892,145,CONTAINS
892,27,CONTAINS
892,33,CONTAINS
893,151,CONTAINS
893,166,CONTAINS
893,197,CONTAINS
893,99,CONTAINS
893,85,CONTAINS
894,198,CONTAINS
894,152,CONTAINS
894,155,CONTAINS
894,71,CONTAINS
894,189,CONTAINS
895,172,CONTAINS
895,122,CONTAINS
895,54,CONTAINS
895,44,CONTAINS
895,1,CONTAINS
896,56,CONTAINS
896,24,CONTAINS
897,38,CONTAINS
897,37,CONTAINS
897,43,CONTAINS
897,122,CONTAINS
897,1,CONTAINS
898,20,CONTAINS
898,14,CONTAINS
898,36,CONTAINS
899,113,CONTAINS
899,109,CONTAINS
899,171,CONTAINS
899,121,CONTAINS
899,84,CONTAINS
900,129,CONTAINS
900,195,CONTAINS
900,31,CONTAINS
901,144,CONTAINS
901,101,CONTAINS
902,199,CONTAINS
902,99,CONTAINS
902,181,CONTAINS
902,122,CONTAINS
903,80,CONTAINS
903,134,CONTAINS
903,82,CONTAINS
904,21,CONTAINS
904,155,CONTAINS
904,55,CONTAINS
904,43,CONTAINS
904,163,CONTAINS
905,183,CONTAINS
905,37,CONTAINS
905,112,CONTAINS
906,114,CONTAINS
906,126,CONTAINS
906,178,CONTAINS
906,65,CONTAINS
906,176,CONTAINS
907,143,CONTAINS
908,167,CONTAINS
908,90,CONTAINS
908,46,CONTAINS
908,7,CONTAINS
909,120,CONTAINS
909,198,CONTAINS
909,172,CONTAINS
910,187,CONTAINS
910,109,CONTAINS
910,55,CONTAINS
911,144,CONTAINS
911,49,CONTAINS
911,98,CONTAINS
911,96,CONTAINS
911,46,CONTAINS
912,51,CONTAINS
913,93,CONTAINS
913,135,CONTAINS
913,50,CONTAINS
913,2,CONTAINS
914,80,CONTAINS
914,85,CONTAINS
914,25,CONTAINS
914,95,CONTAINS
914,65,CONTAINS
915,4,CONTAINS
915,156,CONTAINS
915,70,CONTAINS
915,9,CONTAINS
915,166,CONTAINS
916,165,CONTAINS
916,123,CONTAINS
916,102,CONTAINS
917,179,CONTAINS
918,71,CONTAINS
918,161,CONTAINS
918,15,CONTAINS
919,8,CONTAINS
919,184,CONTAINS
919,121,CONTAINS
919,156,CONTAINS
919,162,CONTAINS
920,126,CONTAINS
920,45,CONTAINS
920,122,CONTAINS
920,192,CONTAINS
921,27,CONTAINS
921,10,CONTAINS
921,95,CONTAINS
921,8,CONTAINS
921,157,CONTAINS
922,181,CONTAINS
922,189,CONTAINS
923,34,CONTAINS
923,22,CONTAINS
924,31,CONTAINS
924,15,CONTAINS
924,114,CONTAINS
924,164,CONTAINS
925,81,CONTAINS
926,140,CONTAINS
927,50,CONTAINS
927,168,CONTAINS
927,158,CONTAINS
928,86,CONTAINS
929,182,CONTAINS
929,44,CONTAINS
929,151,CONTAINS
930,133,CONTAINS
930,4,CONTAINS
930,171,CONTAINS
931,107,CONTAINS
931,171,CONTAINS
931,172,CONTAINS
931,16,CONTAINS
932,50,CONTAINS
933,38,CONTAINS
933,187,CONTAINS
933,69,CONTAINS
933,22,CONTAINS
933,45,CONTAINS
934,12,CONTAINS
934,71,CONTAINS
934,156,CONTAINS
934,51,CONTAINS
935,105,CONTAINS
935,45,CONTAINS
935,163,CONTAINS
935,192,CONTAINS
935,1,CONTAINS
936,71,CONTAINS
936,144,CONTAINS
936,90,CONTAINS
937,88,CONTAINS
938,146,CONTAINS
938,179,CONTAINS
938,23,CONTAINS
938,145,CONTAINS
939,23,CONTAINS
939,30,CONTAINS
939,24,CONTAINS
939,47,CONTAINS
940,48,CONTAINS
941,152,CONTAINS
941,161,CONTAINS
941,6,CONTAINS
942,3,CONTAINS
942,56,CONTAINS
943,118,CONTAINS
943,21,CONTAINS
943,186,CONTAINS
944,79,CONTAINS
944,175,CONTAINS
945,192,CONTAINS
945,194,CONTAINS
946,80,CONTAINS
946,14,CONTAINS
947,181,CONTAINS
947,74,CONTAINS
947,46,CONTAINS
947,72,CONTAINS
948,145,CONTAINS
948,81,CONTAINS
949,58,CONTAINS
949,49,CONTAINS
949,70,CONTAINS
949,52,CONTAINS
950,76,CONTAINS
950,67,CONTAINS
951,68,CONTAINS
951,24,CONTAINS
951,126,CONTAINS
951,91,CONTAINS
952,94,CONTAINS
952,90,CONTAINS
952,198,CONTAINS
952,165,CONTAINS
952,134,CONTAINS
953,162,CONTAINS
953,176,CONTAINS
953,44,CONTAINS
953,10,CONTAINS
954,99,CONTAINS
954,40,CONTAINS
954,138,CONTAINS
954,146,CONTAINS
954,54,CONTAINS
955,89,CONTAINS
955,166,CONTAINS
955,175,CONTAINS
955,74,CONTAINS
956,88,CONTAINS
956,180,CONTAINS
957,142,CONTAINS
957,191,CONTAINS
957,69,CONTAINS
957,24,CONTAINS
957,132,CONTAINS
958,67,CONTAINS
958,56,CONTAINS
959,67,CONTAINS
959,9,CONTAINS
959,30,CONTAINS
959,133,CONTAINS
960,122,CONTAINS
960,36,CONTAINS
961,151,CONTAINS
961,83,CONTAINS
961,96,CONTAINS
961,145,CONTAINS
962,169,CONTAINS
962,151,CONTAINS
962,9,CONTAINS
962,83,CONTAINS
963,162,CONTAINS
964,3,CONTAINS
964,41,CONTAINS
964,108,CONTAINS
965,86,CONTAINS
965,87,CONTAINS
965,166,CONTAINS
965,26,CONTAINS
966,92,CONTAINS
966,79,CONTAINS
967,120,CONTAINS
967,140,CONTAINS
968,193,CONTAINS
968,6,CONTAINS
969,158,CONTAINS
969,117,CONTAINS
969,152,CONTAINS
969,148,CONTAINS
970,188,CONTAINS
970,103,CONTAINS
970,122,CONTAINS
970,63,CONTAINS
971,186,CONTAINS
971,96,CONTAINS
971,154,CONTAINS
972,124,CONTAINS
972,174,CONTAINS
972,103,CONTAINS
973,11,CONTAINS
973,60,CONTAINS
973,196,CONTAINS
974,28,CONTAINS
974,108,CONTAINS
974,110,CONTAINS
974,199,CONTAINS
974,69,CONTAINS
975,103,CONTAINS
975,152,CONTAINS
975,8,CONTAINS
975,42,CONTAINS
975,132,CONTAINS
976,77,CONTAINS
976,153,CONTAINS
977,51,CONTAINS
977,146,CONTAINS
977,193,CONTAINS
977,36,CONTAINS
977,34,CONTAINS
978,14,CONTAINS
978,24,CONTAINS
978,80,CONTAINS
979,89,CONTAINS
979,118,CONTAINS
980,43,CONTAINS
980,118,CONTAINS
980,1,CONTAINS
980,169,CONTAINS
981,52,CONTAINS
981,45,CONTAINS
982,79,CONTAINS
982,21,CONTAINS
982,48,CONTAINS
983,53,CONTAINS
983,112,CONTAINS
984,186,CONTAINS
985,40,CONTAINS
985,176,CONTAINS
986,199,CONTAINS
986,96,CONTAINS
986,2,CONTAINS
986,123,CONTAINS
986,41,CONTAINS
987,26,CONTAINS
987,121,CONTAINS
987,141,CONTAINS
988,179,CONTAINS
988,55,CONTAINS
988,121,CONTAINS
988,172,CONTAINS
989,119,CONTAINS
989,181,CONTAINS
989,63,CONTAINS
989,196,CONTAINS
990,100,CONTAINS
991,82,CONTAINS
991,196,CONTAINS
992,103,CONTAINS
992,198,CONTAINS
993,73,CONTAINS
993,173,CONTAINS
993,187,CONTAINS
994,153,CONTAINS
994,101,CONTAINS
994,137,CONTAINS
994,19,CONTAINS
995,126,CONTAINS
995,172,CONTAINS
995,190,CONTAINS
996,7,CONTAINS
996,57,CONTAINS
996,156,CONTAINS
996,46,CONTAINS
996,197,CONTAINS
997,95,CONTAINS
997,93,CONTAINS
998,129,CONTAINS
998,1,CONTAINS
998,157,CONTAINS
999,193,CONTAINS
999,102,CONTAINS
999,20,CONTAINS
999,166,CONTAINS
999,59,CONTAINS
1000,128,CONTAINS
1000,49,CONTAINS
